"text","cmp_code","eu_code"
"Ihrer Wut geben wir eine Stimme, und wir vermitteln ihnen die Zuversicht, dass es auch anders geht.","305",NA
"Gemeinsam mit den Gewerkschaften, Sozialverbänden und sozialen Bewegungen ist DIE LINKE die einzige Partei, die sich für den sozialen Schutz der Mehrheit der Gesellschaft einsetzt.","701",NA
"Wir haben die soziale Frage wieder auf die parlamentarische Tagesordnung gesetzt.","503",NA
"Es gilt die Gleichung: Je stärker DIE LINKE, desto sozialer unser Land.","305",NA
"Die gegenwärtige Krise ist mehr als eine Konjunkturkrise.","408",NA
"Vieles kommt zusammen, was sich in den vergangenen Jahrzehnten hinter grenzenloser Profitsucht angestaut hatte:","408",NA
"Kernschmelze auf den Finanzmärkten, eine tiefe globale Rezession, fortschreitende Umweltzerstörung, Klimawandel und Energiekrise sowie wachsende soziale Polarisierung.","408",NA
"Die Krise wird nicht in wenigen Monaten vorbei sein.","408",NA
"Die entscheidende Frage ist längst nicht mehr, ob die öffentliche Hand sich wirtschaftlich engagiert, sondern in wessen Interesse, mit welchen Zielen und auf wessen Kosten dies geschieht.","412",NA
"Die Ungerechtigkeit im Land hat zugenommen.","503",NA
"Seit zwei Jahrzehnten kannten die herrschende Politik und die Wirtschaft nur eine Richtung:","305",NA
"Die Löhne der abhängig Beschäftigten sollten sinken – und sie sanken.","701",NA
"Die Steuern der Wohlhabenden und großen Unternehmen sollten sinken – und sie sanken.","503",NA
"Deren Gewinne aber sollten steigen – und sie stiegen.","503",NA
"Die oberen 20 Prozent wurden reicher, die unteren 50 Prozent ärmer.","503",NA
"Die öffentlichen Einrichtungen sind in einem jämmerlichen Zustand.","503",NA
"Jedes siebte Kind lebt in Armut, in Ostdeutschland ist es jedes vierte.","503",NA
"Zwei von fünf alleinerziehenden Frauen leben in Armut.","503",NA
"Unser Bildungswesen ist in einem schlechten Zustand und zutiefst ungerecht.","506",NA
"Die Reichen sind damit beschäftigt, aus viel Geld noch viel mehr Geld zu machen.","503",NA
"Im Jahr 2006 beliefen sich die privaten Finanzvermögen in Deutschland auf eine Summe von 4,5 Billionen Euro; den unteren 50 Prozent der Bevölkerung gehört davon fast nichts, den oberen 20 Prozent fast alles.","503",NA
"Diese privaten Reichtümer wurden zum Treibstoff für den raketenhaften Aufstieg der Investmentfonds, der Hedgefonds, für die Weltmacht Finanzwirtschaft.","415",NA
"Weil diese Fonds Hunderte von Milliarden Euro einsammelten, gewannen sie Macht über die Politik.","305",NA
"Ihre Anlage- und Investitionswünsche wurden sogar für starke Staaten zum Befehl.","305",NA
"Diese Art des Wirtschaftens hat der produzierenden Wirtschaft sehr geschadet, es ging ihr an die Substanz.","408",NA
"Solide Unternehmen wurden förmlich ausgeplündert, es wurde zu wenig geforscht, zu wenig über neue Märkte und neue Produkte nachgedacht.","411",NA
"Die aktuelle Krise ist die Krise einer Wirtschaftsordnung, die allein für den Profit produziert.","408",NA
"Gerade in den letzten zehn Jahren haben sich die Regierungen in den Dienst des Kapitals gestellt.","305",NA
"Mit der Agenda 2010 wurde das Lohndumping auf die Spitze getrieben.","701",NA
"Zum ersten Mal seit 1945 wurden Löhne in einem Konjunkturaufschwung gesenkt!","701",NA
"Dies ist nicht nur sozial hochgradig ungerecht,","503",NA
"darüber hinaus begann durch die Schwächung der Binnennachfrage die Wirtschaftskrise bereits im Frühjahr 2008.","408",NA
"Das Lohndumping, die damit verbundene Umverteilung, ja, die Enteignung der Menschen in Deutschland und weltweit sind schließlich dafür verantwortlich, dass die Finanzmärkte aufgepumpt wurden.","503",NA
"Mit unserem Geld haben die Zocker im Casino ihr Unwesen getrieben.","403",NA
"Ein Finanzsystem, das auf der Jagd nach Maximalrenditen Billionen in spekulative Schneeballsysteme versenkt, statt reale Investitionen zu finanzieren, erklärt sich selbst historisch für bankrott.","408",NA
"Der Kapitalismus ist nicht nur sozial ungerecht","503",NA
"und ein Motor der Klimakatastrophe.","501",NA
"Er ist heute auch wirtschaftsfeindlich.","408",NA
"Wirtschaftsunternehmen, die selbst im Aufschwung Löhne drücken, Stellen vernichten sowie Investitionen und Forschungsausgaben reduzieren, um ihren Anteilseignern möglichst hohe Summen auszuschütten, verringern Wachstum und verteilbaren Reichtum.","408",NA
"Der Kapitalismus zerstört die Mittelschichten","704",NA
"und bewirkt eine extreme Einkommenskonzentration.","503",NA
"Er führt dadurch zu einer systematischen Fehlsteuerung der Wirtschaft, zum Aufbau riesiger Überkapazitäten und zu einer gravierenden Unterversorgung.","408",NA
"Außerdem entstehen bedrohliche globale Ungleichgewichte.","107",NA
"Ergebnis ist eine massive Zerstörung von Produktion und Produktivität, von Arbeitsplätzen und Wohlstand, von Innovation und Kreativität.","408",NA
"Die tiefe soziale Spaltung in Deutschland ist kein Schicksal, sondern Ergebnis von Politik: der Grünen, der Liberalen, der Sozialdemokraten, der Konservativen.","305",NA
"Sie haben die Gesetze beschlossen, die das alles möglich machten.","305",NA
"Sie sagten, wir tun dies, weil wir euch damit helfen:","305",NA
"Ist die Arbeit der Menschen erst einmal billig, sind die Steuern für Unternehmen und Wohlhabende erst einmal niedrig, dann gibt es genug Wachstum und Arbeitsplätze für alle.","305",NA
"Das große Versprechen entpuppte sich als großer Betrug.","305",NA
"Wir stehen vor einer klaren Alternative:","305",NA
"Entweder setzt sich weiter ein renditeorientiertes Gesellschaftsmodell durch, also Politik und Staat räumen den Scherbenhaufen auf, den die Marktradikalen hinterlassen haben, und die Mehrheit der Bevölkerung bezahlt dafür.","403",NA
"Oder wir erkämpfen den Einstieg in eine andere Gesellschaft, in der die Bedürfnisse der Menschen im Mittelpunkt stehen.","503",NA
"Es ist Zeit für echte Alternativen.","305",NA
"Wer die aktuelle Krise bekämpfen will, muss mit Sofortmaßnahmen beginnen, die • mit einem Zukunftsfonds Arbeitsplätze sichern","408",NA
"und mit einem öffentlichen Investitionsprogramm neue Arbeitsplätze schaffen,","409",NA
"die sozialen Sicherungssysteme wieder befestigen","503",NA
"und das öffentliche Eigentum stärken,","413",NA
"• eine Millionärssteuer einführen,","503",NA
"die Banken vergesellschaften","413",NA
"und staatliche Hilfen nur im Tausch gegen entsprechende Eigentumsanteile und Entscheidungsrechte der öffentlichen Hand und Belegschaften vergeben.","412",NA
"DIE LINKE steht für einen Neuanfang.","305",NA
"Die Interessen der Beschäftigten und der großen Mehrheit der Gesellschaft sind in einer anderen Wirtschaftsordnung grundsätzlich besser aufgehoben einer Wirtschaftsordnung, die den Kapitalismus schrittweise überwindet,","415",NA
"die in Kernbereichen der Wirtschaft auf öffentlichem und Belegschaftseigentum aufbaut","413",NA
"und die Marktsteuerung von Produktion und Verteilung in die soziale und politische Verantwortung demokratischer Institutionen einbindet.","412",NA
"Das wird nur gelingen, wenn viele Millionen Bürgerinnen und Bürger sich dafür in Betrieben und Verwaltungen, bei Demonstrationen, Massenprotesten und Streiks engagieren.","202",NA
"DIE LINKE will ein Bündnis für sozialen Fortschritt in Deutschland.","305",NA
"Wir haben aus der Geschichte der Arbeiterbewegung gelernt:","701",NA
"Die soziale und die demokratische Frage haben beide einen eigenen Wert.","503",NA
"Diese Werte dürfen nie mehr gegeneinander ausgespielt werden.","202",NA
"Das bildet die Grundlage für einen demokratischen Sozialismus.","305",NA
"DIE LINKE legt mit dem Bundestagswahlprogramm 2009 ihre Vorschläge vor, was in den kommenden Jahren verändert werden muss.","305",NA
"Wir sind überzeugt, dass mit unseren Vorschlägen eine bessere Ordnung der Verhältnisse möglich ist:","305",NA
"eine, in der Eigentum tatsächlich dem Wohle der Allgemeinheit dient.","503",NA
"2. Die sozialen Interessen der Menschen in den Mittelpunkt stellen",NA,NA
"„Das kapitalistische Wirtschaftssystem ist den staatlichen und sozialen Lebensinteressen des deutschen Volkes nicht gerecht geworden.“ CDU, Ahlener Programm 1947","415",NA
"Der Finanz-Kapitalismus ist gescheitert.","415",NA
"Ebenso gescheitert ist die Politik, die ihm zugrunde liegt.","305",NA
"Nach dem Zusammenbruch dieses Systems der Bereicherung stellen Union und SPD Hunderte Milliarden Euro aus Steuermitteln an marode Banken ohne Gegenleistung zur Verfügung.","305",NA
"Ob nach der Rettung der Banken noch ausreichend Mittel bereitstehen, Arbeitsplätze und Einkommen zu schützen, ist ungewiss.","305",NA
"Im Herbst und Winter werden die Auswirkungen der Krise auf den Arbeitsmarkt in voller Konsequenz durchschlagen.","408",NA
"Erst dann wird sich zeigen, unter welch massiven finanziellen Druck die Sozialsysteme geraten werden.","503",NA
"Allgemeine Garantien für die Renten, die Arbeitslosenversicherung, die Kranken- und Pflegeversicherung werden nicht ausreichen.","504",NA
"Wer diese Garantien einlösen will, kommt an grundlegenden Veränderungen des Finanz- und Wirtschaftssystems und des Steuersystems nicht vorbei.","408",NA
"Wer Arbeitsplätze, Einkommen und Sozialstaat mit möglichst geringen Lasten durch die Krise bringen will, der muss bereit und in der Lage sein, die Umverteilung von unten nach oben und von öffentlichen in private Hände umzukehren","503",NA
"– damit die Krisenlasten nicht auf Jahrzehnte die öffentlichen Haushalte belasten,","414",NA
"damit neue Arbeitsplätze entstehen können,","408",NA
"damit der soziale Zusammenhalt der Gesellschaft wieder hergestellt wird","606",NA
"und damit die notwendigen Weichenstellungen in der Wirtschaftsstruktur erfolgen.","408",NA
"Wir wollen deshalb die Steuern auf hohe Einkommen, hohe Erbschaften und Konzern-Gewinne erhöhen.","503",NA
"Eine Börsenumsatzsteuer muss eingeführt werden.","403",NA
"Die Vermögenssteuer muss als Millionärssteuer wiedererhoben werden.","503",NA
"Damit der Staat von den Krisenlasten nicht erdrückt wird, handlungsfähig bleibt und ehrgeizige Investitionsprogramme finanziert werden können, wollen wir auf alle Privatvermögen von mehr als einer Million Euro eine jährliche Millionärssteuer von fünf Prozent erheben.","503",NA
"Von 2009 an wollen wir ein jährliches öffentliches Investitionsprogramm in Höhe von 100 Milliarden Euro, die für Bildung, Klimaschutz, Verkehr, Gesundheit und eine Energiewende verwendet werden.","409",NA
"Davon müssen im Rahmen eines nationalen Bildungspaktes jährlich rund 18 Milliarden Euro mehr von Bund und Ländern in Bildung investiert werden.","506",NA
"Ein Zukunftsfonds, der mit 100 Milliarden Euro ausgestattet ist, steht den Unternehmen zur Verfügung, die sich in Produkten und Verfahren sozial und ökologisch weiterentwickeln wollen.","411",NA
"Zusammen sollen so zwei Millionen zusätzliche, nach Tarif bezahlte Arbeitsplätze geschaffen werden, davon eine Million nach skandinavischem Vorbild bei öffentlichen Dienstleistungen – vor allem in den Bereichen Kinderbetreuung, Bildung, Gesundheit, Sozialwesen, Sport und Kultur.","408",NA
"Die Privatisierung von öffentlichem Eigentum wollen wir stoppen und in wichtigen Fällen rückgängig machen.","413",NA
"Energiekonzerne und Krankenhäuser gehören in öffentliche Hand.","413",NA
"Es ist das Gebot der Stunde, die Banken zu vergesellschaften, damit sie sich wieder berechenbar auf ihre Hauptaufgaben konzentrieren:","413",NA
"die Wirtschaft und die Bürgerinnen und Bürger mit Krediten zu versorgen und unterschiedliche Formen von risikoloser Ersparnisbildung anzubieten.","403",NA
"DIE LINKE unterstützt den Kampf der Gewerkschaften und Sozialverbände im „Bündnis soziales Deutschland“ für eine sofortige Anhebung der Regelsätze für Hartz IV-Empfängerinnen und -Empfänger.","504",NA
"Wir fordern für die nächste Wahlperiode die Anhebung auf 500 Euro.","504",NA
"Es muss nach französischem Vorbild ein existenzsichernder, flächendeckender, gesetzlicher Mindestlohn eingeführt werden, der in der nächsten Wahlperiode auf zehn Euro erhöht wird.","412",NA
"Nur wenn die Binnenkonjunktur mit höheren Löhnen, höheren Sozialleistungen und öffentlichen Investitionen belebt wird, kann die Volkswirtschaft ihre inzwischen gefährlich einseitige Abhängigkeit vom Export mildern.","409",NA
"Die Krisen bewältigen – die Weichen neu stellen.","408",NA
"Das ist das Gebot der kommenden Jahre:","408",NA
"auf dem Arbeitsmarkt,","408",NA
"in der Wirtschaftsstruktur,","408",NA
"in der Technologie,","411",NA
"in den Sozialsystemen.","504",NA
"2.1. Gute Arbeit!",NA,NA
"„Der ist ein Narr, der die Kultur von der Arbeit zu trennen gedenkt.“ Antoine de Saint-Exupéry","701",NA
"Den Arbeitsmarkt werden in den kommenden Monaten wachsende Arbeitslosigkeit und die Angst um den eigenen Arbeitsplatz beherrschen.","701",NA
"Die Politik muss gegensteuern und die Arbeitsmarktpolitik anpassen.","408",NA
"Es muss aber auch verhindert werden, dass die auf den Arbeitsmarkt durchschlagende Krise zu einer neuen Runde der Erpressung der Belegschaften führt","701",NA
"und sich schlechte Arbeit weiter ausbreitet.","701",NA
"Was gebraucht wird, ist ein Boom für gute Arbeit.","408",NA
"Jede Frau und jeder Mann hat ein Recht auf gute Arbeit, auf eine Erwerbstätigkeit, die anständig bezahlt wird, die ein existenzsicherndes Einkommen und Teilhabe am gesellschaftlichen Reichtum ermöglicht.","701",NA
"Eine Arbeit, die nicht krank macht.","701",NA
"Das Gegenteil ist der Fall, und immer weniger Beschäftigte werden durch einen Betriebs- oder Personalrat vertreten und durch Tarifverträge geschützt.","701",NA
"Seit der Regierung von SPD und Grünen haben Leiharbeit, befristete Beschäftigungen und Minijobs dramatisch zugenommen.","305",NA
"Immer mehr Menschen arbeiten zu Hungerlöhnen:","701",NA
"Fünf bis sechs Millionen erhalten Stundenlöhne unter 7,50 Euro; selbst Löhne unter fünf Euro sind keine Seltenheit.","701",NA
"Die Zahl der Langzeiterwerbslosen ist unvermindert hoch.","701",NA
"Frauen erhalten rund ein Viertel weniger Lohn als Männer.","706",NA
"Im Osten Deutschlands sind die Löhne besonders niedrig, und die Erwerbslosigkeit ist doppelt so hoch wie im Westen.","503",NA
"Besonders häufig sind Migrantinnen und Migranten gezwungen, zu skandalösen Löhnen zu arbeiten.","705",NA
"Nach jahrelanger Senkung der Reallöhne brauchen wir wieder deutlich steigende Masseneinkommen.","701",NA
"Auch der Staat selbst ist gefordert.","409",NA
"Bund, Länder und Kommunen müssen ihre Investitionen im Sinne sozialer und ökologischer Nachhaltigkeit deutlich steigern.","409",NA
"In den vergangenen Jahren wurden hunderttausende Vollzeitarbeitsplätze im öffentlichen Dienst abgebaut.","701",NA
"Dieser Trend muss gestoppt und umgekehrt werden.","701",NA
"Aufbauend auf den skandinavischen Erfahrungen, ist eine Ausweitung sozialer Dienstleistungen erforderlich – vor allem in den Bereichen Kinderbetreuung,","503",NA
"Bildung,","506",NA
"Gesundheit,","504",NA
"Sozialwesen,","503",NA
"Sport","502",NA
"und Kultur.","502",NA
"Dieser Bedarf soll mit öffentlich geförderter Beschäftigung für Erwerbslose verzahnt werden.","701",NA
"Ein-Euro-Jobs sind in tariflich bezahlte Stellen umzuwandeln.","701",NA
"DIE LINKE fordert: • Einfallstore für Niedriglöhne schließen:","701",NA
"gleicher Lohn für gleiche Arbeit für Frauen und Männer, für Beschäftigte in Ost und West;","503",NA
"keine sachgrundlose Befristung von Arbeitsverträgen;","701",NA
"Sozialversicherungspflicht für jede geleistete Arbeitsstunde;","701",NA
"Schutz der beruflichen Qualifikation bei Arbeitslosigkeit;","701",NA
"• Leiharbeit strikt begrenzen und durch gleiche Arbeitsbedingungen und gleichen Lohn zuzüglich einer Flexibilitätsvergütung zurückdrängen;","701",NA
"maximale Ausleihdauer auf sechs Monate bei Mitbestimmung der Betriebsräte begrenzen;","701",NA
"befristete Beschäftigung bei Leiharbeitsfirmen","701",NA
"und den Einsatz als Streikbrecherin und Streikbrecher verbieten;","701",NA
"• durch klare gesetzliche Definitionen sowie wirksame Kontrollen und Sanktionen sicherstellen, dass Unternehmen keine Beschäftigten in Scheinselbstständigkeit drängen beziehungsweise Arbeitsplätze in scheinselbstständige Erwerbstätigkeiten umwandeln;","701",NA
"• Erpressung der Beschäftigten beenden:","701",NA
"Kündigungsschutz ausweiten","701",NA
"und Hartz IV abschaffen;","504",NA
"ein wirksames Anti-Mobbing-Gesetz schaffen;","701",NA
"das Ausspionieren von Beschäftigten beenden;","701",NA
"ein wirksames Arbeitnehmerdatenschutzgesetz schaffen;","701",NA
"• Vergabe öffentlicher Aufträge von der Einhaltung sozialer und ökologischer Kriterien abhängig machen:","408",NA
"Zahlung von Tariflöhnen beziehungsweise eines gesetzlichen Mindestlohns;","701",NA
"Gleichstellung von Frauen und Männern;","503",NA
"Förderung und gleichberechtigter Zugang von Menschen mit Behinderung","705",NA
"und von Menschen mit Migrationshintergrund;","705",NA
"Einhaltung der ILO-Kernarbeitsnormen;","701",NA
"• flächendeckenden gesetzlichen Mindestlohn nach französischem Vorbild einführen, der in der nächsten Wahlperiode auf zehn Euro erhöht wird und Jahr für Jahr zumindest in dem Maße wächst, wie die Lebenshaltungskosten steigen;","412",NA
"höhere tarifliche Mindestlöhne in den betreffenden Branchen für allgemeinverbindlich erklären;","412",NA
"Allgemeinverbindlichkeitserklärung auch ohne Zustimmung der Arbeitgeberverbände erleichtern;","701",NA
"• gesetzliche Höchstarbeitszeit senken auf regelmäßig 40 Stunden pro Woche;","701",NA
"die 35-Stunden-Woche und weitere tarifliche Arbeitszeitverkürzungen mit vollem Lohnausgleich mit den Gewerkschaften durchsetzen;","701",NA
"mit rechtlich erzwingbaren Personal- und Stellenplänen den Betriebs- und Personalräten ermöglichen, bei der Verkürzung der Wochenarbeitszeit deutlich mehr Beschäftigung und weniger Leistungsdruck durchzusetzen;","701",NA
"ein erzwingbares Initiativrecht für Betriebsräte schaffen, um Einstellungen zu erreichen;","701",NA
"• gute Ausbildung sichern:","411",NA
"Ausbildungsumlage im dualen System einführen;","411",NA
"Ausbildungsentgelte grundsätzlich tariflich vereinbaren;","701",NA
"außer- und überbetriebliche Ausbildungen mit betrieblichen gleichstellen;","701",NA
"Jugendarbeitsschutz ausbauen und Jugendvertretung stärken;","701",NA
"• klare gesetzliche Abgrenzung von Arbeits- und Lernverhältnissen:","701",NA
"Berufseinstieg über reguläre Arbeitsverträge sichern;","701",NA
"Praktika mit mindestens 300 Euro im Monat vergüten;","701",NA
"• Arbeit menschlich und familienfreundlich gestalten:","701",NA
"Rechte von abhängig Beschäftigten mit Kindern stärken (Kündigungsschutz, Arbeitszeiten, Überstunden);","701",NA
"Arbeitszeit für Vollzeitbeschäftigte verkürzen;","701",NA
"Arbeitszeitmodelle fördern, mit denen die Vereinbarkeit von Erwerbsarbeit, Familienarbeit und individueller Lebensgestaltung verbessert wird (mehr Zeitsouveränität für die Beschäftigten statt angeordneter Flexibilität, Arbeitszeitkonten, Sabbatjahr, Heimarbeit als Option);","701",NA
"• für ältere Beschäftigte durch Weiterbildung, gesundheitliche Prävention und altersgerechte Arbeitsbedingungen bessere Möglichkeiten schaffen, bis zum Eintritt in die Rente versicherungspflichtig tätig zu sein;","701",NA
"• Lohndiskriminierung von Frauen bekämpfen:","706",NA
"gleicher Lohn für gleiche und gleichwertige Arbeit;","503",NA
"bessere Bezahlung für Berufe, in denen vorwiegend Frauen beschäftigt sind;","706",NA
"bessere rechtliche Absicherung durch ein Verbandsklagerecht;","706",NA
"Gleichstellungsgesetz für die private Wirtschaft, das Unternehmen so lange zu Maßnahmen verpflichtet, bis mindestens eine 50-Prozent-Quote für Frauen auf allen Qualifikationsstufen bis hin zu Vorständen und Aufsichtsräten erreicht ist;","706",NA
"• Mitbestimmung der Beschäftigten ausbauen:","202",NA
"Die Beteiligung von abhängig Beschäftigten und ihren Gewerkschaften an wesentlichen Entscheidungen der Unternehmen stärken;","701",NA
"die paritätische Mitbestimmung der abhängig Beschäftigten auf alle privaten, öffentlichen und gemeinwirtschaftlichen Unternehmen ausweiten, die mehr als 100 Beschäftigte haben;","202",NA
"die Mitbestimmung bei wirtschaftlichen Entscheidungen auch in kleineren Betrieben im Betriebsverfassungsgesetz verankern;","202",NA
"• Rechte von Gewerkschaften und Betriebsräten verbessern:","701",NA
"den Antistreikparagraphen abschaffen;","701",NA
"das Streikrecht auf Übernahmen und Verlagerungen von Unternehmen ausweiten,","701",NA
"ein Verbandsklagerecht für Gewerkschaften zum Schutz geltender Tarife einführen;","701",NA
"das Recht auf politischen Streik wie in anderen Ländern Europas durchsetzen.","202",NA
"2.2. Wirtschaft gestalten",NA,NA
"„Die kapitalistische Produktion entwickelt daher nur die Technik und Kombination des gesellschaftlichen Produktionsprozesses, indem sie zugleich die Springquellen allen Reichtums untergräbt: die Erde und den Arbeiter.“ Karl Marx","415",NA
"Millionen Menschen erwarten zu Recht, dass der Staat Einfluss auf die Wirtschaft nimmt.","412",NA
"Die entscheidende Frage ist längst nicht mehr, ob die öffentliche Hand sich wirtschaftlich engagiert, sondern in wessen Interesse, mit welchen Zielen und auf wessen Kosten das geschieht.","412",NA
"Eine Demokratie funktioniert nur dann, wenn sie die Ziele demokratischer Mehrheiten auch gegenüber wirtschaftlicher Macht durchsetzen kann.","412",NA
"Die gewählten Repräsentantinnen und Repräsentanten des Volkes müssen den Unternehmen die Ziele des Wirtschaftens und einen klar definierten Rahmen vorgeben.","412",NA
"Deshalb treten wir für eine neue Wirtschafts- und Sozialordnung ein.","412",NA
"Als erster Schritt muss der Finanzsektor unter demokratische Kontrolle gestellt werden.","403",NA
"Sparkassen und Genossenschaftsbanken beweisen, dass Banken in den Dienst der Gesellschaft gestellt werden können.","403",NA
"In Zukunft sollen alle Banken dem Gemeinwohl dienen.","403",NA
"Wer allerdings versucht, den Finanzmarkt zu regulieren, ohne die immer weitere Anhäufung von Kapital und Vermögen zu stoppen und zu reduzieren, ist zum Scheitern verurteilt.","503",NA
"Die Enteignung von Millionen arbeitender Menschen muss wieder rückgängig gemacht werden.","503",NA
"Das ist nicht nur ein Gebot der sozialen Gerechtigkeit,","503",NA
"sondern auch der wirtschaftspolitischen Vernunft, denn nur so kann die Binnennachfrage gestärkt werden.","408",NA
"Das Thema Wirtschaftsdemokratie gehört auf die Tagesordnung.","403",NA
"Wer den Unternehmerinnen und Unternehmern und den Finanzfonds freie Hand lässt, verhindert Demokratie.","403",NA
"Genau dies erleben wir jetzt täglich.","403",NA
"Auch auf betrieblicher Ebene muss die Sozialbindung des Eigentums gesichert werden.","403",NA
"In den vergangenen Jahren wurde die wachsende Unterordnung des Betriebsvermögens unter die Interessen der Investmentfonds gefeiert.","403",NA
"Diese Fonds sind an der langfristigen Unternehmensentwicklung nicht interessiert.","403",NA
"Massenentlassungen in florierenden Betrieben wurden normal und die Rechte der Beschäftigten Makulatur.","701",NA
"Wir fordern ein Verbot von Massenentlassungen bei allen Unternehmen, die nicht insolvenzgefährdet sind.","403",NA
"Es geht jetzt darum, die ständige Enteignung der Lohnabhängigen durch Arbeitsplatzverlust, Kurzarbeit und Lohndumping umzukehren.","701",NA
"DIE LINKE fordert deshalb, dass staatliche Hilfen nur im Tausch gegen entsprechende Eigentumsanteile und Entscheidungsrechte der öffentlichen Hand und Belegschaften vergeben werden;","412",NA
"die Großgläubiger müssen benannt werden.","403",NA
"Nicht zuletzt brauchen wir eine neue internationale Wirtschaftspolitik.","107",NA
"Dass Spekulanten die Handels- und Kapitalströme bestimmen und schwere Krisen auslösen, ist ein globaler Irrsinn, der nicht hinzunehmen ist.","403",NA
"Auf europäischer Ebene müssen Regulierungs- und Aufsichtsstrukturen aufgebaut und bestehende gestärkt werden.","403","108"
"Auf internationaler Ebene ist darüber hinaus eine Reform des Währungssystems erforderlich, um die Abhängigkeit der Wechselkurse von spekulativen Kapitalbewegungen zu beenden.","107",NA
"Es müssen Zielzonen für die Wechselkurse eingerichtet werden, um den Welthandel zu stabilisieren.","412",NA
"Es ist wichtig, dass die Steueroasen wirklich geschlossen werden.","403",NA
