"text","cmp_code","eu_code"
"Wir haben seit 1998 die Fenster mutig aufgestoßen und das Land positiv verändert:","305",NA
"· Deutschland hat sich als Friedensmacht in Europa und der Welt bewährt.","106",NA
"· Deutschland ist moderner und weltoffener geworden der Mief der Kohl-Jahre ist überwunden.","305",NA
"· Deutschland ist internationaler Vorreiter bei der Bekämpfung des Klimawandels","501",NA
"und hat sich für den Ausstieg aus der Atomenergie entschieden.","501",NA
"· Deutschland hat seine sozialen Sicherungssysteme durch mutige Reformen zukunftsfähig gemacht.","503",NA
"Wir haben in dieser Zeit nicht alles richtig gemacht und manches noch nicht erreicht.","305",NA
"Aber unser Kompass ist intakt, die Richtung stimmt.","305",NA
"Jetzt nehmen wir einen neuen Anlauf.","305",NA
"Jubiläumsjahr 2009: Erinnern und der Blick nach vorn",NA,NA
"In diesem Jahr erinnern wir uns und wir schauen nach vorne.","000",NA
"Vor zwanzig Jahren haben mutige Frauen und Männer im Osten Deutschlands durch ihren friedlichen Widerstand die Einheit unseres Landes möglich gemacht.","601",NA
"Viel ist in den vergangenen Jahren erreicht worden, viel ist noch zu tun.","305",NA
"Wir wollen die soziale Einheit vollenden und die Schritte entschlossen gehen.","606",NA
"Vor 60 Jahren wurde nach dem furchtbaren Terror der Nazis und dem Krieg, der von Deutschland ausging und der Europa verwüstete, auch unser Land neu aufgebaut.","000",NA
"Mit dem Grundgesetz haben wir eine demokratische Verfassung, die ein lebendiges, forderndes und humanes Fundament unseres Zusammenlebens ist.","203",NA
"Das Grundgesetz bestimmt die Prinzipien unseres Zusammenlebens.","203",NA
"Dahinter darf niemand zurück.","203",NA
"Klarer und besser geht es nicht:","203",NA
"· Die Würde des Menschen ist unantastbar.","201",NA
"· Die Freiheit der Person ist unverletzlich.","201",NA
"· Alle Menschen sind vor dem Gesetz gleich.","201",NA
"· Männer und Frauen sind gleichberechtigt.","503",NA
"· Jeder hat das Recht, seine Meinung frei zu äußern.","201",NA
"· Eigentum verpflichtet.","403",NA
"· Wir sind ein demokratischer und sozialer Bundesstaat.","202",NA
"Wir wollen ein Land und eine Gesellschaft, die nach den Regeln des Grundgesetzes leben und die diesen Regeln Achtung verschafften, wo es sich als nötig erweist.","203",NA
"2. Eigentum verpflichtet: Die Soziale Marktwirtschaft",NA,NA
"Wir stehen vor gewaltigen Aufgaben.","305",NA
"Das unverantwortliche und zum Teil skrupellose Handeln an den internationalen Finanzmärkten hat die Welt in eine schwere wirtschaftliche Krise gestoßen.","403",NA
"Deutschland als eines der wichtigsten Industrieländer bleibt davon nicht verschont.","408",NA
"Millionen von Arbeitnehmerinnen und Arbeitnehmern auf der ganzen Welt und unzählige Unternehmen müssen jetzt ausbaden, was andere bei ihrer bedenkenlosen Renditejagd hinterlassen haben.","701",NA
"Die Aufgabe der Politik ist es, die Folgen zu bewältigen und eine Wiederholung dieser Krise auszuschließen.","403",NA
"Sicherheit und Gerechtigkeit: Handeln in der Krise",NA,NA
"Mit dem Rettungsschirm für den Finanzmarkt haben wir die Kreditversorgung der deutschen Wirtschaft gesichert und den Kollaps verhindert.","412",NA
"Frank-Walter Steinmeier hat gleichzeitig die Initiative für einen Schutzschirm für die Arbeitsplätze ergriffen.","701",NA
"· Sicherheit schaffen.","412",NA
"Die Bundesregierung hat auf unsere Initiative hin die privaten Spareinlagen garantiert.","412",NA
"Niemand muss sich Sorgen um seine Sparguthaben machen.","412",NA
"· Impulse setzen.","410",NA
"Mit den beiden Konjunkturprogrammen in Höhe von mehr als 80 Milliarden Euro geben wir kräftige Impulse für das Wachstum, die vor allem in den Kommunen ankommen","410",NA
"und Jobs bei kleinen und mittleren Unternehmen sichern.","403",NA
"· Arbeit sichern.","408",NA
"Wir kämpfen um jeden Arbeitsplatz.","408",NA
"Die Verlängerung des Kurzarbeitergeldes hat hunderttausende Arbeitsplätze in Deutschland gesichert.","408",NA
"Wir fördern die Qualifizierung der Arbeitnehmerinnen und Arbeitnehmer.","411",NA
"Qualifizieren statt Entlassen das ist unser Prinzip.","411",NA
"Wir werden die Angebote für Weiterbildung massiv ausbauen.","411",NA
"Qualifizierte Arbeitnehmerinnen und Arbeitnehmer haben eine bessere Zukunft.","411",NA
"· Arbeitslose unterstützen.","701",NA
"Wir kümmern uns um diejenigen, die ihren Arbeitsplatz verlieren.","701",NA
"Wir wollen, dass sie so schnell wie möglich wieder in Arbeit kommen.","701",NA
"Wir brauchen deshalb mehr Vermittler bei den Arbeitsagenturen und Jobcentern - und bessere Vermittlung.","701",NA
"Qualifizierungsmöglichkeiten für Arbeit Suchende müssen zügig und zielgenau eingesetzt werden.","411",NA
"Wo in Unternehmen trotz aller Anstrengungen der Arbeitplatzabbau nicht verhindert werden kann, helfen Transfergesellschaften.","405",NA
"Sie sind der sozialpartnerschaftliche Weg, damit Arbeitnehmerinnen und Arbeitnehmer sich auf dem Arbeitsmarkt neu orientieren können.","405",NA
"Deshalb werden wir sicherstellen, dass die Arbeitnehmerinnen und Arbeitnehmer in Transfergesellschaften eine intensive Unerstützung und Qualifizierung erhalten.","411",NA
"Ihnen müssen alle Förderinstrumente der Arbeitmarktpolitik offen stehen.","701",NA
"· Lasten gerecht verteilen.","503",NA
"Die Lasten der Krise dürfen nicht einseitig den Bürgerinnen und Bürgern aufgebürdet werden.","503",NA
"Wir brauchen einen solidarischen Lastenausgleich, der die für die Krise Verantwortlichen und die Vermögenden an der finanziellen Bewältigung der Lasten beteiligt.","503",NA
"· Neue Regeln durchsetzen.","403",NA
"Die Finanzmärkte brauchen neue Regeln.","403",NA
"Die Gier muss gestoppt werden.","403",NA
"Wir haben im nationalen Rahmen erste Regeln durchgesetzt","403",NA
"und erreichen nun auch nach vielen Jahren Anstrengungen sozialdemokratischer Finanzminister Fortschritte im internationalen Rahmen.","107",NA
"Aber es wird noch ein langer Weg sein, bis der Primat der Politik durchgesetzt ist.","404",NA
"Jetzt bewährt sich, dass wir Sozialdemokratinnen und Sozialdemokraten und Sozialdemokraten immer auch auf die industrielle Basis Deutschlands gesetzt und anders als Teile der Union und der FDP den Charakter als Industrieland nie in Frage gestellt haben.","411",NA
"Jetzt bewährt sich, dass wir auf Innovation und die konsequente Modernisierung unserer Volkswirtschaft gesetzt haben.","411",NA
"Jetzt bewährt sich, dass wir den deutschen Arbeitsmarkt durch Reformen krisenfester gemacht haben.","408",NA
"Aber: Politik darf nicht nur reparieren, Politik muss vorausschauend handeln, Ursachen der Krisen erkennen und beseitigen.","404",NA
"Der Marktradikalismus ist weltweit gescheitert, damit auch die Politik maßgeblicher Teile von Union und FDP.","403",NA
"Neustart der Sozialen Marktwirtschaft",NA,NA
"Die Jagd nach immer höheren Renditen, die Kurzfristorientierung in Teilen der Wirtschaft, die Maßlosigkeit bei der persönlichen Vergütung ist lange Jahre als normal erklärt worden.","403",NA
"Der Gier sollten keine Grenzen gesetzt werden.","403",NA
"Der Marktradikalismus hat dieses Unwesen zur Grundbedingung des Wirtschaftens erklärt.","403",NA
"Jeder Versuch, Regeln, Transparenz und Kontrolle durchzusetzen, wurde als falsche Einmischung in das freie Spiel der Kräfte denunziert.","403",NA
"Wir setzen auf den handlungsfähigen demokratischen Staat, der klare Regeln für die Soziale Marktwirtschaft setzt.","403",NA
"Ein Neustart der Sozialen Marktwirtschaft muss eine Antwort auf den entfesselten Kapitalismus des 21. Jahrhunderts sein.","403",NA
"Soziale Marktwirtschaft bedeutet für uns mehr als Ordnungspolitik.","403",NA
"Einem wirklichen Neustart legen wir zehn Grundprinzipien zugrunde:","403",NA
"1. Märkte müssen in eine starke und solidarische Gesellschaft eingebettet sein.","503",NA
"Unsere Wirtschaft braucht eine Gesellschaft der gleichen Rechte und gleichen Chancen.","503",NA
"Das produktive Zusammenspiel von Staat, Markt und Gesellschaft unter Einbeziehung von Arbeitgebern, Arbeitnehmern und Gewerkschaften ist Grundlage der Sozialen Marktwirtschaft.","405",NA
"Heute zeigt sich, dass die Mitbestimmung in Betrieb und Unternehmen ein unverzichtbarer stabiler Erfolgsfaktor ist.","202",NA
"2. Ein handlungsfähiger Staat, der den Bürgern Sicherheit bietet und eine starke öffentliche Daseinsvorsorge garantiert.","503",NA
"Es ist originäre Aufgabe des Staates, über eine gute Bildung die Grundlage für individuelle Chancen und gesellschaftlichen Wohlstand zu schaffen.","506",NA
"Ein leistungsfähiger öffentlicher Dienst ist die Voraussetzung für eine verlässliche öffentliche Infrastruktur und die öffentliche Daseinsvorsorge.","303",NA
"Dafür braucht der Staat verlässliche Einnahmen und konsolidierte Finanzen.","414",NA
"3. Die faire Teilhabe der Arbeitnehmer am gesellschaftlichen Wohlstand und eine gerechte Verteilung von Einkommen und Vermögen aus sozialen und aus volkswirtschaftlichen Gründen.","503",NA
"4. Das Prinzip ,,Investition statt Spekulation''.","408",NA
"Artikel 14 unseres Grundgesetzes besagt: ,,Eigentum verpflichtet''.","203",NA
"Darum sind Regeln erforderlich, die darauf hinwirken, dass Kapital ,,produktiv'' verwendet wird und den Interessen des Gemeinwohls dient.","403",NA
"Der Staat hat durch strategische und ökologische Industriepolitik Möglichkeiten, Anreize zu setzen, dass Kapital in zukunftsfähige, ökologisch verträgliche Wachstumsfelder fließt.","408",NA
"5. Öffentliche Zukunftsinvestitionen spielen eine zentrale Rolle, wenn es darum geht wirtschaftliche und gesellschaftliche Innovationskraft mit sozialer Gerechtigkeit zu verbinden.","503",NA
"6. Deutschland ist eine starke Exportnation und soll es bleiben.","408",NA
"Doch ebenso wichtig ist die Kaufkraft im Inneren.","408",NA
"Wir brauchen eine Balance aus Exportstärke und Binnenmarkt.","408",NA
"7. Eine Kultur der Langfristigkeit und Nachhaltigkeit.","403",NA
"Eine Soziale Marktwirtschaft steht einer dynamischen Wirtschaft und freiem Unternehmertum nicht entgegen.","403",NA
"Doch eine ihrer wesentlichen Aufgaben besteht darin, Rahmen und Anreize für die Marktteilnehmer so zu setzen, dass wirtschaftlich, sozial und ökologisch nachhaltiges Verhalten sich mehr auszahlt, als nicht nachhaltiges Verhalten.","403",NA
"8. Ein fairer Wettbewerb um bessere Ideen und Produkte.","403",NA
"Wo um niedrige Löhne und schlechtere Arbeitsbedingungen konkurriert wird, verlieren am Ende alle.","403",NA
"Wir brauchen eine neue Phase der Kooperation statt nur der Konkurrenz.","403",NA
"9. Die Garantie sozialer Bürgerrechte durch solidarische Sozialversicherungen,","503",NA
"einem gebührenfreien Bildungssystem","506",NA
"und einem Mindestlohn für Arbeit.","701",NA
"10. Diesen Grundprinzipien einer Sozialen Marktwirtschaft wollen wir auch auf europäischer und internationaler Ebene Geltung verschaffen.","107",NA
"Manches davon wurde in der jüngeren Vergangenheit infrage gestellt.","403",NA
"Doch ,,Zeitenwende'' bedeutet: Es geht heute um nicht mehr und um nicht weniger, als um einen Neustart für die Soziale Marktwirtschaft in Deutschland, in Europa und international.","403",NA
"Ein solcher Neustart setzt voraus, eine oft marktradikal verengte Sichtweise auf die Wirtschaft zu überwinden.","403",NA
"Dies ist nicht nur Aufgabe der Politik.","405",NA
"Wir Sozialdemokratinnen und Sozialdemokraten wollen mit Gewerkschaften und Arbeitgebern, mit Wissenschaft und Verbänden eine gesellschaftliche Debatte darüber führen, wie wir uns eine Soziale Marktwirtschaft des 21. Jahrhunderts vorstellen.","405",NA
"Hierzu gehört auch, dass sich die wirtschaftswissenschaftliche Politikberatung praxisorientierter, pragmatischer und internationaler ausrichtet.","303",NA
"3. Deutschland ist stark Unser Land ist stark.",NA,NA
"Wir sind stark auch im Wandel.","601",NA
"Wir haben in den vergangenen Jahrzehnten schwierige Herausforderungen gemeistert und unser Land gemeinsam immer wieder auf die Höhe der Zeit gebracht.","601",NA
"Wir sind dazu in der Lage, weil wir mit dem Sozialstaat Sicherheit geben und Solidarität im Land organisieren.","503",NA
"Weil wir dem Markt sittliche Ziele und faire Regeln geben.","403",NA
"Und weil wir eine lebendige und aktive soziale Gesellschaft sind, in der sich viele Menschen engagieren und mit anpacken.","606",NA
"Angesichts der historischen Tiefe und Schwere der Finanzmarkt- und Wirtschaftskrise werden wir im Herbst anhand der dann gültigen Wirtschaftsdaten prüfen müssen, welche unserer vorgeschlagenen Maßnahmen sofort realisiert werden können und welche erst im Laufe der Legislaturperiode.","414",NA
"Fortschritt ist unser Ziel.","411",NA
"Fortschritt, um Wohlstand auf hohem Niveau für alle zu erreichen und dauerhaft zu sichern.","408",NA
"Sozial gerecht, fair verteilt,","503",NA
"nachhaltig und ökologisch verantwortlich.","501",NA
"Deutschland braucht neue Gemeinsamkeit.","606",NA
"Wir tragen mit unserer Politik dazu bei.","305",NA
"Gemeinsamkeit ist eine zentrale Triebkraft für den sozialen Fortschritt in unserem Land.","606",NA
"Das gelingt, wenn alle ihren Beitrag leisten und die Regeln für alle gelten.","503",NA
"Niemand darf sich aus der Verantwortung stehlen.","503",NA
"Unser Deutschland soll ein Land sein, in dem Fairness gilt.","503",NA
"4. Unsere Ziele Frank-Walter Steinmeier: Ein sozialdemokratischer Bundeskanzler.",NA,NA
"Frank-Walter Steinmeier soll Kanzler der Bundesrepublik Deutschland sein.","305",NA
"Der vierte sozialdemokratische in unserer Geschichte.","305",NA
"Drei sozialdemokratische Bundeskanzler vor ihm haben die Republik mitgeprägt und in schwierigen Zeiten Verantwortung übernommen und Mut bewiesen.","305",NA
"Sie haben dem Land gut gedient und es voran gebracht.","305",NA
"Willy Brandt hat mit der Ostpolitik die Grundlage gelegt für die Überwindung der Blockkonfrontation.","305",NA
"Er hat mehr Demokratie gewagt.","202",NA
"Helmut Schmidt hat unser Land mit klarem Kurs durch schwierige Zeiten gesteuert und das Ökonomische und das Soziale sinnvoll verknüpft.","305",NA
"Gerhard Schröder hat unser Land vor dem Irakkrieg bewahrt, den Ausstieg aus der Atomenergie und die Energiewende eingeleitet und Deutschland mit einer entschlossenen Reformpolitik auf einen guten Weg geführt.","305",NA
"Wir brauchen in den kommenden Jahren wieder einen sozialdemokratischen Kanzler.","305",NA
"Einen Kanzler, der mit klaren Überzeugungen führt und nicht nur moderiert.","305",NA
"Einen Kanzler, der Mut zum Entscheiden hat.","305",NA
"Wohlstand für alle auf hohem Niveau dauerhaft",NA,NA
"· Wir werden es schaffen, wenn wir die Leistungsfähigkeit unseres Landes garantieren","408",NA
"und Gute Arbeit für alle zum zentralen politischen Ziel machen.","701",NA
"Die Potenziale sind vorhanden.","408",NA
"In den Unternehmen und bei den Fachkräften.","408",NA
"· Wir werden es schaffen, wenn das kommende Jahrzehnt das Jahrzehnt der Investitionen in Bildung","506",NA
"und Forschung wird.","411",NA
"· Wir werden es schaffen, wenn unsere Politik sich an dem Leitgedanken der Nachhaltigkeit orientiert.","416",NA
"Wir sind mitverantwortlich auch für die kommenden Generationen.","706",NA
"Arbeit, Bildung und Nachhaltigkeit: das sind die Triebfedern des Fortschritts in der kommenden Zeit.","408",NA
"Wir sind ein demokratischer und sozialer Rechtstaat und wollen es bleiben.","202",NA
"Dafür ist der handlungsfähige Sozialstaat unverzichtbar.","503",NA
"Er ist zukunftsfähig und überlegen gegenüber anderen Modellen, die Absicherung im Alter, bei Krankheit oder im Pflegefall privatisieren wollen.","503",NA
"Die Soziale Marktwirtschaft ist unser Weg.","403",NA
"Auf Wohlstand ausgerichtet, dem Sozialen verpflichtet, unverzichtbar, nicht nur in unserem Land, sondern auch in Europa und weltweit.","403",NA
"Die Sozialpartnerschaft ist die gemeinsame Verantwortung von Unternehmern und Gewerkschaften.","405",NA
"Sie trägt entscheidend zum sozialen und inneren Frieden in Deutschland bei.","405",NA
"Die soziale Gesellschaft ist das Feld, in dem Bürgerinnen und Bürger besonders intensiv Verantwortung übernehmen und aktiv mitmachen.","606",NA
"Die soziale Stadt ist der Lebensort.","503",NA
"Heimat, Ausgangspunkt für ein mobiles Leben, Ort, an dem Lebensqualität erfahren und gelernt wird.","503",NA
"Dies ist unser Deutschland.","601",NA
"Ein Land, das friedfertig seinen Platz und seine Verantwortung in Europa und der Welt wahrnimmt.","106",NA
"Das neue Jahrzehnt stellt uns vor viele Aufgaben.","305",NA
"Aber acht Ziele stehen für uns im Mittelpunkt:","305",NA
"Alle sollen Arbeit haben, gerecht entlohnt.","701",NA
"Weil Arbeit eine so zentrale Rolle spielt, bleibt Vollbeschäftigung ein Ziel, das eine soziale Marktwirtschaft nicht aufgibt, weil sie ihren Bürgerinnen und Bürgern auch in schwierigen Zeiten die Perspektive auf persönliche Entfaltung und Wohlstand gibt.","701",NA
"Dazu brauchen wir erfolgreiche Unternehmen","401",NA
"und starke Belegschaften.","701",NA
"Alle Jugendlichen sollen einen Schulabschluss und Bildungsabschluss haben.","506",NA
"Faire Bildungschancen für alle sind die Grundlage für soziale Gerechtigkeit überhaupt.","506",NA
"Bildung ist Menschenrecht.","506",NA
"Kein Kind darf von der Gesellschaft zurückgelassen werden.","503",NA
"Der Klimawandel fordert uns alle.","501",NA
"Nachhaltig Leben und Wirtschaften ist keine bloße Utopie, sondern die Voraussetzung dafür, dass kommende Generationen auch in Zukunft gut leben können.","501",NA
"Wir wollen die Klimaziele erreichen und die umfassende ökologische Modernisierung der Infrastruktur, der Gebäude, des Kapitalstocks in unserem Land voranbringen.","501",NA
"Deutschland soll die Ideenschmiede der Welt in Sachen Klimaschutz werden das schafft neue Jobs.","501",NA
"Wir wollen Familien stärken.","603",NA
"Sie sind die wichtigste soziale Einheit in unserer Gesellschaft.","603",NA
"Wir wollen die Bedingungen so gestalten, dass der Zusammenhalt zwischen den Generationen tragfähig ist.","603",NA
"Familien brauchen verlässliche Strukturen.","603",NA
"Sie sollen sozial sicher sein, die Eltern sollen Beruf und Familie miteinander verbinden können.","603",NA
"Die Kinder müssen geschützt sein.","706",NA
"Die Lage der Alleinerziehenden wollen wir deutlich verbessern.","503",NA
"Wir wollen die Gleichstellung von Männern und Frauen in allen gesellschaftlichen Bereichen weiter voranbringen.","503",NA
"Dazu gehören die gleiche Teilhabe an existenzsichernder Arbeit und berufliche Aufstiegsmöglichkeiten sowie gleicher Lohn für gleichwertige Arbeit ebenso wie die partnerschaftliche Teilung der familiären Sorge.","503",NA
"Gleichberechtigung muss zur Gleichbehandlung und tatsächlichen Gleichstellung führen.","503",NA
"Integration ist eine zentrale Aufgabe für die Zukunftsfähigkeit unseres Landes.","607",NA
"Ihr Gelingen entscheidet sich in den Städten und Gemeinden.","301",NA
"Besonders die Kinder und Jugendlichen wollen und müssen wir erreichen.","706",NA
"Sie brauchen besondere Förderung, damit Chancengleichheit in Kindergarten, in der Schule und Beruf möglich wird.","503",NA
"Im ersten globalen Jahrhundert kann und will Deutschland nicht alleine agieren, sondern als ein wichtiger Teil Europas.","108",NA
"Dieses Europa soll nicht nur wirtschaftlich stark sein, sondern eine klare soziale Ordnung haben.","108",NA
"Europa steht international für Frieden, Kooperation und fairen Ausgleich unterschiedlicher Interessen.","108",NA
"Wir müssen unser Wirtschafts- und Gesellschaftsmodell nicht neu erfinden.","403",NA
"Die Soziale Wirtschaftsordnung als Wirtschaftsordnung einer Sozialen Demokratie hat sich bewährt.","403",NA
"Die Soziale Marktwirtschaft ist das Erfolgsmodell unseres Wohlstand und unserer Demokratie.","403",NA
"Sie hat Deutschland stark gemacht und sie kann es auch in Zukunft tun.","403",NA
"Sie wurde in den 60 Jahren unserer Bundesrepublik durch Sozialdemokratie und Gewerkschaften maßgeblich mitgeprägt.","403",NA
"Aber sie muss nun neu gestartet werden.","403",NA
"Sie braucht frische Impulse und entschlossenes Handeln.","403",NA
"II. Unsere Politik 1. Wohlstand erhalten und sichern",NA,NA
"Die globale Krise hat auch die deutsche Wirtschaft schwer getroffen.","408",NA
"Mit zwei umfangreichen Konjunkturprogrammen haben wir Brücken gebaut, um unsere Wirtschaft","412",NA
"und unseren Arbeitsmarkt gut über die Krise zu bringen und uns die Chance zu erarbeiten, stärker und krisenfester als zuvor in den nächsten Aufschwung zu starten.","408",NA
"Mit dieser Politik knüpfen wir an die Reformen der beiden sozialdemokratisch geführten Bundesregierungen an, die dazu beigetragen haben, dass Deutschland heute das wettbewerbsfähigste Land in der gesamten Europäischen Union ist.","403",NA
"Das Gerede vom ,,kranken Mann Europas'' ist lange vorbei.","601",NA
"Jetzt stehen wir international wieder auf einem Spitzenplatz.","408",NA
"Wir wollen, dass Deutschland auf Dauer ein Land hohen Wohlstands ist.","408",NA
"Die Quellen des Wohlstands sind vor allem Qualifikationen, Ideen, Wissen, Kreativität, gut ausgebildete Fachkräfte und die Neugier auf Neues.","411",NA
"In zentralen Technologiefeldern ist Deutschland Spitzenreiter.","411",NA
"Diese Position wollen wir halten und ausbauen.","411",NA
"Wirtschaftskompetenz gerade in und nach der Krise bedeutet für uns, das wirtschaftliche Ganze im Blick zu haben.","408",NA
"Wir wollen eine Wirtschaft, die auf zwei stabilen Säulen steht:","408",NA
"Einem innovativen, produktiven Exportsektor","411",NA
"und einem starken Binnenmarkt.","408",NA
"Darum machen wir eine Wirtschaftspolitik, die die zentralen volkswirtschaftlichen Ziele in eine neue Balance bringt:","408",NA
"Mehr zielgerichtete öffentliche Investitionen","412",NA
"und Abbau der Staatsverschuldung.","414",NA
"Internationale Wettbewerbsfähigkeit","408",NA
"und starke Binnennachfrage durch gerechte Einkommensverteilung.","409",NA
"Wachstum","410",NA
"und ökologische Nachhaltigkeit.","501",NA
"Darum ist eine gute Bildungs-","506",NA
"und Forschungspolitik,","411",NA
"eine Politik, die für leistungsfähige Infrastruktur sorgt","411",NA
"und die Regeln für einen fairen Wettbewerb durchsetzt, langfristig die beste und erfolgreichste Wirtschaftspolitik.","403",NA
"Was wir wollen: Neue Regeln für die Finanzmärkte",NA,NA
"· Regeln für die Banken.","403",NA
"Die Finanzdienstleister müssen wieder zu ihrer dienenden Funktion für die Gesellschaft und die Realwirtschaft zurückfinden und mehr Verantwortung für die Risiken übernehmen.","403",NA
"In Zukunft darf es keine Geschäfte mehr außerhalb der Bilanz geben.","403",NA
"Eine bessere Eigenkapitalausstattung von Unternehmen ist eines der Ziele unserer Kapitalmarktpolitik, gerade in Krisenzeiten.","403",NA
"Kurzfristige und spekulative Beteiligungen zu Lasten von Standorten und Arbeitsplätzen lehnen wir weiter ab","403",NA
"und ergreifen international abgestimmte Initiativen für Transparenz und Kontrolle.","403",NA
"Vermögenswerte müssen so bewertet werden können, dass sie bei stark veränderndem Markt nicht prozyklisch und somit krisenverschärfend wirken.","403",NA
"· Regulierung von Hedge-Fonds und Private-Equity-Fonds.","403",NA
"Beide Typen von Fonds operieren mit hohen Risiken sie müssen daher strenger reguliert werden.","403",NA
"Wir fordern eine Registrierung und lückenlose Überwachung von Hedge-Fonds und Private Equity auf europäischer und internationaler Ebene,","403",NA
"eine Verbesserung der Transparenz","403",NA
"sowie höhere Eigenkapitalanforderungen auch bei der Vergabe von Krediten an die Fonds.","403",NA
"Wir wollen Regeln gegen die zu starke Verschuldung von Unternehmen durch Fonds.","403",NA
"Banken dürfen nur mit registrierten Fonds Geschäfte abwickeln.","403",NA
"Schädliche Leerverkäufe, die vor allem von Hedge -Fonds eingesetzt werden, müssen unterbunden werden können.","403",NA
"· Unabhängigere Ratingagenturen.","403",NA
