dim1,dim2,label,color,fontcolor,size,fontsize,party
1.9856366,-2.792802,erfolgen,#ffe800,#ffe800,10,12,FDP
1.2495254,-1.7007053,tragen,#cc0000,#cc0000,10,12,SPD
-5.3565426,-7.0462294,bund,#cc0000,#cc0000,10,12,SPD
4.1532407,12.642735,kapitel,#21a1ff,#21a1ff,10,12,AFD
2.74705,13.401535,türkei,#21a1ff,#21a1ff,10,12,AFD
7.8229575,0.38636428,gesellschaftlich,#900C3F,#900C3F,10,12,Linke
-7.7132187,-10.616848,sichern,#343434,#343434,10,12,CDUCSU
-3.8272915,-6.993248,welt,#343434,#343434,10,12,CDUCSU
4.846314,0.88965374,gesetzlich,#900C3F,#900C3F,10,12,Linke
-5.6219554,-3.0638685,frei,#ffe800,#ffe800,10,12,FDP
-6.097611,-5.858143,schutz,#029e00,#029e00,10,12,Gruene
-8.284225,-9.994452,wichtig,#cc0000,#cc0000,10,12,SPD
-8.896785,-10.487627,wirtschaftlich,#343434,#343434,10,12,CDUCSU
-8.841726,-9.26209,wirtschaft,#cc0000,#cc0000,10,12,SPD
-11.6854725,-9.730955,fördern,#343434,#343434,10,12,CDUCSU
1.3034493,-3.8291502,verstärken,#ffe800,#ffe800,10,12,FDP
3.476756,-2.646739,weltweit,#343434,#343434,10,12,CDUCSU
2.0276408,-3.4994009,aufgabe,#343434,#343434,10,12,CDUCSU
8.278797,7.0156093,ddr,#900C3F,#900C3F,10,12,Linke
7.8262253,3.0282545,stadt,#cc0000,#cc0000,10,12,SPD
3.597933,6.3859634,milliarde,#900C3F,#900C3F,10,12,Linke
2.780702,14.009574,ezb,#21a1ff,#21a1ff,10,12,AFD
-1.6221584,-2.8173606,spd,#cc0000,#cc0000,10,12,SPD
3.1548269,15.214195,sozialversicherungsabkommen,#21a1ff,#21a1ff,10,12,AFD
-2.0373976,-4.2948585,sorgen,#cc0000,#cc0000,10,12,SPD
4.3678207,3.3404372,umwelt,#029e00,#029e00,10,12,Gruene
-12.487575,-9.687607,stärken,#029e00,#029e00,10,12,Gruene
8.0758705,0.2755088,kommune,#900C3F,#900C3F,10,12,Linke
6.034672,4.4779296,teilhabe,#029e00,#029e00,10,12,Gruene
-8.415763,-6.651249,bildung,#900C3F,#900C3F,10,12,Linke
-2.0498865,-7.9368787,bundesregierung,#cc0000,#cc0000,10,12,SPD
6.6213536,2.1673448,million,#900C3F,#900C3F,10,12,Linke
3.0667825,12.131469,art,#21a1ff,#21a1ff,10,12,AFD
-10.452681,-6.884209,eu,#21a1ff,#21a1ff,10,12,AFD
-4.2353826,-4.7870016,maßnahme,#ffe800,#ffe800,10,12,FDP
-8.723478,-6.244407,politisch,#ffe800,#ffe800,10,12,FDP
-5.7285566,-6.1944895,neu,#029e00,#029e00,10,12,Gruene
9.773635,-1.0472939,euro,#900C3F,#900C3F,10,12,Linke
8.544245,6.5532255,armut,#900C3F,#900C3F,10,12,Linke
5.25906,-3.996139,einzeln,#ffe800,#ffe800,10,12,FDP
6.0406485,3.2703068,zugang,#900C3F,#900C3F,10,12,Linke
2.0357885,-2.3672063,hilfe,#cc0000,#cc0000,10,12,SPD
1.2672611,5.381614,schule,#21a1ff,#21a1ff,10,12,AFD
4.06867,2.3186371,schützen,#029e00,#029e00,10,12,Gruene
-12.751467,-9.949297,politik,#343434,#343434,10,12,CDUCSU
4.265283,-5.9689784,und,#343434,#343434,10,12,CDUCSU
0.5215093,-3.107238,beitrag,#343434,#343434,10,12,CDUCSU
-9.165799,-10.951038,zukunft,#343434,#343434,10,12,CDUCSU
2.5990348,-2.1902666,halten,#343434,#343434,10,12,CDUCSU
1.01291,-2.2459905,leisten,#343434,#343434,10,12,CDUCSU
-12.735356,-9.276764,kind,#029e00,#029e00,10,12,Gruene
2.6506906,12.168623,abschaffung,#21a1ff,#21a1ff,10,12,AFD
1.702021,14.716593,parteienfinanzierung,#21a1ff,#21a1ff,10,12,AFD
7.5275307,3.906345,gerechtigkeit,#cc0000,#cc0000,10,12,SPD
2.0293462,5.970139,lassen,#029e00,#029e00,10,12,Gruene
2.8077407,10.659221,grundgesetz,#21a1ff,#21a1ff,10,12,AFD
-6.389856,-7.8569856,international,#ffe800,#ffe800,10,12,FDP
1.8823899,-4.8483973,künftig,#343434,#343434,10,12,CDUCSU
2.393305,15.314355,imame,#21a1ff,#21a1ff,10,12,AFD
1.1875643,-6.468248,union,#343434,#343434,10,12,CDUCSU
12.916543,2.7469268,grün,#029e00,#029e00,10,12,Gruene
3.7598226,-1.8071842,treten,#343434,#343434,10,12,CDUCSU
-13.221273,-12.262768,deutschland,#343434,#343434,10,12,CDUCSU
-9.071894,-10.220807,bleiben,#343434,#343434,10,12,CDUCSU
7.1458025,0.4791544,einkommen,#900C3F,#900C3F,10,12,Linke
1.5878454,-3.512982,aufgeben,#cc0000,#cc0000,10,12,SPD
-13.219246,-9.205304,gesellschaft,#029e00,#029e00,10,12,Gruene
6.428575,2.5862832,region,#900C3F,#900C3F,10,12,Linke
-7.62764,-8.343123,unterstützen,#029e00,#029e00,10,12,Gruene
8.711848,8.893993,vergleiche,#900C3F,#900C3F,10,12,Linke
13.324471,2.4850805,grüne,#029e00,#029e00,10,12,Gruene
-10.257762,-12.791507,bürgern,#ffe800,#ffe800,10,12,FDP
1.1678144,-4.5454373,modern,#cc0000,#cc0000,10,12,SPD
12.628413,2.4728835,bündnis,#029e00,#029e00,10,12,Gruene
-1.3455827,-5.3451285,nutzen,#cc0000,#cc0000,10,12,SPD
5.6947155,2.8219242,jugendliche,#029e00,#029e00,10,12,Gruene
5.164411,2.2884994,nehmen,#029e00,#029e00,10,12,Gruene
-15.337625,-8.654479,ökologisch,#029e00,#029e00,10,12,Gruene
6.852392,0.9709015,gleich,#900C3F,#900C3F,10,12,Linke
1.9552181,11.806567,000,#21a1ff,#21a1ff,10,12,AFD
-9.309024,-12.16703,familie,#343434,#343434,10,12,CDUCSU
0.42058337,-4.4300027,zusammenarbeit,#cc0000,#cc0000,10,12,SPD
0.77302665,-8.356728,fdp,#ffe800,#ffe800,10,12,FDP
-9.988245,-9.132318,stark,#cc0000,#cc0000,10,12,SPD
-1.1595954,-6.5098515,ausbauen,#cc0000,#cc0000,10,12,SPD
2.190724,12.84119,ehe,#21a1ff,#21a1ff,10,12,AFD
8.102149,6.184781,behinderung,#900C3F,#900C3F,10,12,Linke
-12.786668,-7.418643,soziale,#900C3F,#900C3F,10,12,Linke
1.6766338,-0.4272842,hochschule,#ffe800,#ffe800,10,12,FDP
1.0235573,0.23535728,reform,#ffe800,#ffe800,10,12,FDP
-4.5266237,-4.0956154,leistung,#ffe800,#ffe800,10,12,FDP
-7.9559474,-9.828389,verbessern,#343434,#343434,10,12,CDUCSU
2.5647557,5.823212,problem,#21a1ff,#21a1ff,10,12,AFD
-1.0448707,5.0781035,lehnen,#21a1ff,#21a1ff,10,12,AFD
-6.9801793,-8.981293,gut,#cc0000,#cc0000,10,12,SPD
-3.7697642,-6.41109,weg,#cc0000,#cc0000,10,12,SPD
3.7790878,-5.0420737,wachstum,#343434,#343434,10,12,CDUCSU
-0.15652739,-11.168878,cdu,#343434,#343434,10,12,CDUCSU
-0.8421236,-2.903533,arbeitnehmer,#cc0000,#cc0000,10,12,SPD
-0.560444,-5.543958,bundesrepublik,#cc0000,#cc0000,10,12,SPD
-1.9468489,-0.6535251,liberale,#ffe800,#ffe800,10,12,FDP
7.9645004,1.5563037,bürgerin,#900C3F,#900C3F,10,12,Linke
-13.87249,-10.245241,setzen,#029e00,#029e00,10,12,Gruene
1.1655465,5.8283505,bestehend,#21a1ff,#21a1ff,10,12,AFD
0.33239964,-1.6649632,forschung,#ffe800,#ffe800,10,12,FDP
-5.940224,-9.08452,verantwortung,#ffe800,#ffe800,10,12,FDP
13.120193,2.9537852,die,#029e00,#029e00,10,12,Gruene
4.5952625,2.534475,deutlich,#029e00,#029e00,10,12,Gruene
-9.891117,-11.356035,mein,#343434,#343434,10,12,CDUCSU
1.7140964,14.060079,abgeordnete,#21a1ff,#21a1ff,10,12,AFD
-13.461802,-8.748907,leben,#029e00,#029e00,10,12,Gruene
-10.755492,-11.104857,europa,#343434,#343434,10,12,CDUCSU
2.3247643,8.590367,abschaffen,#900C3F,#900C3F,10,12,Linke
5.254358,3.8811965,mann,#029e00,#029e00,10,12,Gruene
1.0663269,3.5566766,national,#21a1ff,#21a1ff,10,12,AFD
-7.1296988,-9.553838,gemeinsam,#cc0000,#cc0000,10,12,SPD
-13.219728,-11.973608,land,#343434,#343434,10,12,CDUCSU
-6.6063886,-6.3168287,europäische,#ffe800,#ffe800,10,12,FDP
-11.2282715,-10.337968,zielen,#cc0000,#cc0000,10,12,SPD
3.8381166,6.9299083,rente,#900C3F,#900C3F,10,12,Linke
-10.367094,-8.914635,europäisch,#ffe800,#ffe800,10,12,FDP
-11.407989,-13.56479,deutsch,#21a1ff,#21a1ff,10,12,AFD
-11.495199,-8.365354,unternehmen,#ffe800,#ffe800,10,12,FDP
2.2026753,-4.023231,sicherung,#cc0000,#cc0000,10,12,SPD
-4.47335,-5.5877523,notwendig,#ffe800,#ffe800,10,12,FDP
4.8244643,0.12924786,erhöhen,#900C3F,#900C3F,10,12,Linke
-6.7364798,-4.338729,interesse,#cc0000,#cc0000,10,12,SPD
8.6200285,8.370856,löhne,#900C3F,#900C3F,10,12,Linke
13.823599,2.1695187,grünen,#029e00,#029e00,10,12,Gruene
-7.360077,-6.5286074,gelten,#ffe800,#ffe800,10,12,FDP
-2.6098294,-5.6627407,alt,#343434,#343434,10,12,CDUCSU
8.065942,6.5133286,demokratische,#900C3F,#900C3F,10,12,Linke
13.076231,2.6402485,innen,#029e00,#029e00,10,12,Gruene
-5.317061,-5.844515,ermöglichen,#ffe800,#ffe800,10,12,FDP
0.4177614,-4.761761,grundlage,#cc0000,#cc0000,10,12,SPD
-2.6668959,-8.509884,gerecht,#cc0000,#cc0000,10,12,SPD
-5.419149,-8.946731,chance,#ffe800,#ffe800,10,12,FDP
5.7799892,-5.301714,gemeinde,#cc0000,#cc0000,10,12,SPD
2.4696646,-6.8889832,wettbewerb,#ffe800,#ffe800,10,12,FDP
10.206762,6.9017587,beschäftigte,#900C3F,#900C3F,10,12,Linke
5.558816,0.4311579,kultur,#900C3F,#900C3F,10,12,Linke
8.754983,0.007395758,demokratisch,#900C3F,#900C3F,10,12,Linke
7.1240993,-5.9016995,sozialdemokratisch,#cc0000,#cc0000,10,12,SPD
7.8478,7.3491206,kommunal,#900C3F,#900C3F,10,12,Linke
5.646282,-3.3028731,regelung,#ffe800,#ffe800,10,12,FDP
0.82182693,-3.1432195,besonder,#cc0000,#cc0000,10,12,SPD
2.2417765,14.289061,abs,#21a1ff,#21a1ff,10,12,AFD
-9.688446,-6.711236,insbesondere,#ffe800,#ffe800,10,12,FDP
-0.7893808,4.915488,staatlich,#21a1ff,#21a1ff,10,12,AFD
-11.527527,-14.135685,fordern,#21a1ff,#21a1ff,10,12,AFD
-2.2270195,-0.7549326,liberal,#ffe800,#ffe800,10,12,FDP
-11.184308,-13.146615,staat,#ffe800,#ffe800,10,12,FDP
4.053456,2.9687805,energie,#029e00,#029e00,10,12,Gruene
-8.423068,-7.221394,stellen,#029e00,#029e00,10,12,Gruene
4.110073,-5.614269,marktwirtschaft,#343434,#343434,10,12,CDUCSU
3.3724527,13.537241,zuwanderung,#21a1ff,#21a1ff,10,12,AFD
2.4870696,4.995792,zahlen,#21a1ff,#21a1ff,10,12,AFD
11.55496,6.567265,linke,#900C3F,#900C3F,10,12,Linke
2.216318,12.020708,alternativ,#21a1ff,#21a1ff,10,12,AFD
8.763683,7.4481564,ostdeutschland,#900C3F,#900C3F,10,12,Linke
3.1247432,6.243802,infrastruktur,#900C3F,#900C3F,10,12,Linke
-6.600909,-7.197008,förderung,#ffe800,#ffe800,10,12,FDP
6.5996494,4.979589,global,#029e00,#029e00,10,12,Gruene
-8.7092705,-7.385133,hoch,#ffe800,#ffe800,10,12,FDP
9.224001,-0.41340938,prozent,#900C3F,#900C3F,10,12,Linke
2.7584808,14.919513,11,#21a1ff,#21a1ff,10,12,AFD
-10.325919,-7.6704564,erhalten,#21a1ff,#21a1ff,10,12,AFD
2.2342153,9.022719,beenden,#21a1ff,#21a1ff,10,12,AFD
-0.14235061,-11.1607485,csu,#343434,#343434,10,12,CDUCSU
3.3571563,14.789504,islam,#21a1ff,#21a1ff,10,12,AFD
-1.9324248,-5.8746996,arbeitsplätze,#343434,#343434,10,12,CDUCSU
-0.43628424,5.2518096,partei,#21a1ff,#21a1ff,10,12,AFD
-12.818389,-7.520592,arbeit,#900C3F,#900C3F,10,12,Linke
4.058195,14.349414,12,#21a1ff,#21a1ff,10,12,AFD
3.402225,-4.9248405,erfolgreich,#343434,#343434,10,12,CDUCSU
1.3531624,13.250447,freiheitlich,#21a1ff,#21a1ff,10,12,AFD
-13.268246,-10.174672,schaffen,#029e00,#029e00,10,12,Gruene
-5.015931,-6.288752,möglichkeit,#ffe800,#ffe800,10,12,FDP
-3.3993306,-4.5716357,geben,#ffe800,#ffe800,10,12,FDP
-14.836875,-8.812946,frau,#029e00,#029e00,10,12,Gruene
8.921783,6.6809697,solidarisch,#900C3F,#900C3F,10,12,Linke
1.237619,6.070595,führen,#21a1ff,#21a1ff,10,12,AFD
2.7202642,-0.30973795,ausbildung,#ffe800,#ffe800,10,12,FDP
7.872906,-0.36717197,demokratie,#900C3F,#900C3F,10,12,Linke
1.9543139,15.08648,windenergieanlagen,#21a1ff,#21a1ff,10,12,AFD
1.0647336,-0.5022567,rahmen,#ffe800,#ffe800,10,12,FDP
2.1755543,0.9843662,hören,#ffe800,#ffe800,10,12,FDP
5.710959,1.7583679,unabhängig,#900C3F,#900C3F,10,12,Linke
8.835387,8.413995,daseinsvorsorge,#900C3F,#900C3F,10,12,Linke
-14.383161,-6.854114,sozial,#900C3F,#900C3F,10,12,Linke
2.5929182,2.0528104,entscheiden,#029e00,#029e00,10,12,Gruene
1.9038483,5.275382,kosten,#21a1ff,#21a1ff,10,12,AFD
